thomas_num,thomas_name,icpsr,congress,year,st_name,cd,dem,elected,female,votepct,dwnom1,deleg_size,speaker,subchr,afam,latino,votepct_sq,power,chair,state_leg,state_leg_prof,majority,maj_leader,min_leader,meddist,majdist,all_bills,all_aic,all_abc,all_pass,all_law,les,seniority,benchmark,expectation,TotalInParty,RankInParty
5817,"Bilbray, Brian",29508,106,1999,CA,49,0,1994,0,49,0.538999975,52,0,0,0,0,2401,0,0,0,0,1,0,0,0.380999982,0.095999971,25,4,3,3,2,1.82071805,3,0.836264849,3,224,70
5818,"Bilirakis, Michael",15006,106,1999,FL,9,0,1982,0,100,0.416999996,23,0,1,0,0,10000,0,0,0,0,1,0,0,0.259000003,0.026000004,29,3,3,3,1,2.334674358,9,2.127303839,2,224,51
5819,"Bishop, Sanford",29339,106,1999,GA,2,1,1992,0,57,-0.275999993,11,0,0,1,0,3249,0,0,1,0.133000001,0,0,0,0.433999985,0.718999982,8,0,0,0,0,0.098695137,4,0.354189873,1,217,172
5820,"Blagojevich, Rod",29716,106,1999,IL,5,1,1996,0,74,-0.333000004,20,0,0,0,0,5476,0,0,1,0.236000001,0,0,0,0.490999997,0.776000023,23,1,1,1,1,0.448557556,2,0.268079311,3,217,65
5821,"Bliley, Tom",14802,106,1999,VA,7,0,1980,0,79,0.425999999,11,0,0,0,0,6241,0,1,0,0,1,0,0,0.268000007,0.017000001,25,13,13,9,3,5.750429153,10,4.179427624,2,224,9
5822,"Blumenauer, Earl",29588,106,1999,OR,3,1,1996,0,84,-0.458000004,5,0,0,0,0,7056,0,0,1,0.152999997,0,0,0,0.615999997,0.901000023,13,0,0,0,0,0.200474501,2,0.268079311,2,217,118
5823,"Blunt, Roy",29735,106,1999,MO,7,0,1996,0,73,0.536000013,9,0,0,0,0,5329,1,0,0,0,1,1,0,0.378000021,0.09300001,6,2,2,2,0,0.987528741,2,0.793209553,2,224,115
5824,"Boehlert, Sherwood",15007,106,1999,NY,23,0,1982,0,81,0.150999993,31,0,1,0,0,6561,0,0,0,0,1,0,0,0.007000007,0.291999996,8,2,2,1,1,0.582507908,9,2.127303839,1,224,157
5825,"Boehner, John",29137,106,1999,OH,8,0,1990,0,71,0.569999993,19,0,1,0,0,5041,0,0,1,0.328999996,1,0,0,0.412,0.126999989,13,4,2,0,0,0.83630991,5,1.955082655,1,224,134
5826,"Bonilla, Henry",39302,106,1999,TX,23,0,1992,0,64,0.451999992,30,0,0,0,1,4096,1,0,0,0,1,0,0,0.294,0.008999992,2,0,0,0,0,0.03084223,4,0.879320085,1,224,221
5827,"Bonior, David",14407,106,1999,MI,10,1,1976,0,52,-0.549000025,16,0,0,0,0,2704,0,0,1,0.463,0,0,1,0.707000017,0.992000043,6,1,1,0,0,0.270533919,12,0.698632181,1,217,97
5828,"Bono Mack, Mary",29775,106,1999,CA,44,0,1998,1,60,0.407000005,52,0,0,0,0,3600,0,0,0,0,1,0,0,0.248999998,0.035999995,9,4,5,5,3,2.222979307,1,0.750154257,3,224,55
5829,"Borski, Robert",15008,106,1999,PA,3,1,1982,0,59,-0.425000012,21,0,0,0,0,3481,0,0,1,0.344999999,0,0,0,0.583000004,0.868000031,3,2,2,2,2,0.671179175,9,0.569466293,2,217,42
5830,"Boswell, Leonard",29721,106,1999,IA,3,1,1996,0,57,-0.178000003,5,0,0,0,0,3249,0,0,1,0.164000005,0,0,0,0.335999995,0.620999992,5,0,0,0,0,0.064768687,2,0.268079311,1,217,188
5831,"Boucher, Rick",15010,106,1999,VA,9,1,1982,0,61,-0.259000003,11,0,0,0,0,3721,0,0,1,0.164000005,0,0,0,0.416999996,0.702000022,3,1,0,0,0,0.146733522,9,0.569466293,1,217,135
5832,"Boyd, Allen",29713,106,1999,FL,2,1,1996,0,100,-0.165999994,23,0,0,0,0,10000,1,0,1,0.248999998,0,0,0,0.324000001,0.608999968,2,2,1,1,1,0.209763184,2,0.268079311,2,217,112
5834,"Brady, Kevin",29760,106,1999,TX,8,0,1996,0,93,0.560000002,30,0,0,0,0,8649,0,0,1,0.215000004,1,0,0,0.40200001,0.116999999,9,1,1,1,1,0.669833958,2,0.793209553,2,224,150
5833,"Brady, Robert",29777,106,1999,PA,1,1,1998,0,81,-0.526000023,21,0,0,0,0,6561,0,0,0,0,0,0,0,0.684000015,0.969000041,4,0,0,0,0,0.061684459,1,0.225024015,1,217,196
5835,"Brown, Corrine",29328,106,1999,FL,3,1,1992,1,55,-0.437000006,23,0,0,1,0,3025,0,0,1,0.254999995,0,0,0,0.595000029,0.879999995,4,0,2,2,0,0.118212357,4,0.354189873,1,217,154
5837,"Brown, George",10573,106,1999,CA,42,1,1972,0,55,-0.49000001,52,0,0,0,0,3025,0,0,1,0.526000023,0,0,0,0.648000002,0.933000028,5,1,0,0,0,0.162154645,14,0.784742713,1,217,130
5836,"Brown, Sherrod",29389,106,1999,OH,13,1,1992,0,62,-0.467000008,19,0,0,0,0,3844,0,0,1,0.328999996,0,0,0,0.625,0.910000026,12,2,2,2,1,0.761371076,4,0.354189873,3,217,34
5838,"Bryant, Ed",29569,106,1999,TN,7,0,1994,0,100,0.493999988,9,0,0,0,0,10000,0,0,0,0,1,0,0,0.335999995,0.050999988,9,2,1,0,0,0.398762107,3,0.836264849,1,224,174
5839,"Burr, Richard",29548,106,1999,NC,5,0,1994,0,68,0.43599999,12,0,0,0,0,4624,0,0,0,0,1,0,0,0.277999997,0.00700001,13,3,2,2,2,0.910439372,3,0.836264849,2,224,125
5840,"Burton, Dan",15014,106,1999,IN,6,0,1982,0,72,0.638000011,10,0,0,0,0,5184,0,1,1,0.143000007,1,0,0,0.480000019,0.195000008,14,1,2,2,1,0.949943781,9,4.136372089,1,224,119
5841,"Buyer, Steve",29350,106,1999,IN,5,0,1992,0,63,0.495999992,10,0,1,0,0,3969,0,0,0,0,1,0,0,0.338,0.052999992,1,0,0,0,0,0.015421115,4,1.912027359,1,224,224
5842,"Callahan, Sonny",15090,106,1999,AL,1,0,1984,0,100,0.402999997,7,0,1,0,0,10000,1,0,1,0.085000001,1,0,0,0.24499999,0.040000003,5,2,3,3,1,2.167571783,8,2.084248543,2,224,58
5843,"Calvert, Ken",29323,106,1999,CA,43,0,1992,0,56,0.418000013,52,0,1,0,0,3136,0,0,0,0,1,0,0,0.26000002,0.024999987,23,11,12,8,4,3.629756689,4,1.912027359,3,224,22
5844,"Camp, Dave",29124,106,1999,MI,4,0,1990,0,91,0.442999989,16,0,0,0,0,8281,1,0,1,0.652999997,1,0,0,0.284999996,1.12E-08,17,0,0,0,0,0.26215896,5,0.922375381,1,224,190
5845,"Campbell, Tom",15600,106,1999,CA,15,0,1995,0,61,0.345999986,52,0,0,0,0,3721,0,0,1,0.625,1,0,0,0.187999979,0.097000018,26,2,2,2,1,2.069985628,3,0.836264849,3,224,62
5846,"Canady, Charles",29332,106,1999,FL,12,0,1992,0,100,0.409999996,23,0,1,0,0,10000,0,0,1,0.254999995,1,0,0,0.252000004,0.033000004,12,6,5,4,0,2.119138241,4,1.912027359,2,224,59
5847,"Cannon, Chris",29766,106,1999,UT,3,0,1996,0,77,0.65200001,3,0,0,0,0,5929,0,0,0,0,1,0,0,0.494000018,0.209000006,15,9,7,5,5,3.15965271,2,0.793209553,3,224,28
5848,"Capps, Lois",29774,106,1999,CA,22,1,1998,1,55,-0.340000004,52,0,0,0,0,3025,0,0,0,0,0,0,0,0.497999996,0.782999992,16,1,1,0,0,0.421660841,1,0.225024015,3,217,67
5849,"Capuano, Michael",29919,106,1999,MA,8,1,1998,0,82,-0.648999989,10,0,0,0,0,6724,0,0,0,0,0,0,0,0.806999981,1.092000008,3,0,0,0,0,0.061684459,1,0.225024015,1,217,195
5850,"Cardin, Benjamin",15408,106,1999,MD,3,1,1986,0,78,-0.335999995,8,0,0,0,0,6084,1,0,1,0.252000004,0,0,0,0.493999988,0.778999984,14,1,0,0,0,0.300944686,7,0.483355731,2,217,90
5851,"Carson, Julia",29720,106,1999,IN,10,1,1996,1,58,-0.492000014,10,0,0,1,0,3364,0,0,1,0.105999999,0,0,0,0.650000036,0.935000002,5,1,1,1,0,0.110042445,2,0.268079311,1,217,159
5852,"Castle, Michael",29327,106,1999,DE,1,0,1992,0,66,0.256999999,1,0,1,0,0,4356,0,0,1,0.192000002,1,0,0,0.098999999,0.186000004,47,4,3,1,1,2.252617598,4,1.912027359,2,224,52
5853,"Chabot, Steve",29550,106,1999,OH,1,0,1994,0,53,0.66900003,19,0,0,0,0,2809,0,0,0,0,1,0,0,0.511000037,0.226000026,10,1,1,1,0,0.429927528,3,0.836264849,2,224,171
5854,"Chambliss, Saxby",29512,106,1999,GA,8,0,1994,0,62,0.419,11,0,0,0,0,3844,0,0,0,0,1,0,0,0.261000007,0.024,7,3,3,2,1,0.664795995,3,0.836264849,2,224,151
5855,"Chenoweth-Hage, Helen",29514,106,1999,ID,1,0,1994,1,55,0.782999992,2,0,1,0,0,3025,0,0,0,0,1,0,0,0.625,0.340000004,16,5,3,0,0,0.941604972,3,1.868972063,2,224,121
5856,"Christensen, Donna",NA,106,1999,VI,1,1,1996,1,NA,NA,1,0,0,1,0,NA,0,0,0,NA,0,0,0,NA,NA,12,2,2,2,2,1.247141242,2,0.268079311,3,217,15
5857,"Clay, William",12009,106,1999,MO,1,1,1968,0,73,-0.73299998,9,0,0,1,0,5329,0,0,0,0,0,0,0,0.890999973,1.175999999,7,0,0,0,0,0.107947804,16,0.870853305,1,217,169
5858,"Clayton, Eva",29382,106,1999,NC,1,1,1992,1,62,-0.472000003,12,0,0,1,0,3844,0,0,0,0,0,0,0,0.629999995,0.915000021,7,0,0,0,0,0.095610917,4,0.354189873,1,217,175
5859,"Clement, Bob",15450,106,1999,TN,5,1,1988,0,83,-0.216999993,9,0,0,0,0,6889,0,0,0,0,0,0,0,0.375,0.659999967,2,0,0,0,0,0.03084223,6,0.440300435,1,217,210
5860,"Clyburn, James",39301,106,1999,SC,6,1,1992,0,73,-0.481000006,6,0,0,1,0,5329,1,0,0,0,0,0,0,0.638999999,0.924000025,5,1,1,1,1,0.133966789,4,0.354189873,1,217,144
5861,"Coble, Howard",15092,106,1999,NC,6,0,1984,0,89,0.595000029,12,0,1,0,0,7921,0,0,1,0.189999998,1,0,0,0.437000036,0.152000025,56,15,16,11,3,6.492959499,8,2.084248543,3,224,6
5862,"Coburn, Tom",29555,106,1999,OK,2,0,1994,0,58,0.80400002,6,0,0,0,0,3364,0,0,0,0,1,0,0,0.646000028,0.361000031,10,1,1,1,0,0.45768553,3,0.836264849,2,224,168
5863,"Collins, Mac",29340,106,1999,GA,3,0,1992,0,100,0.596000016,11,0,0,0,0,10000,1,0,1,0.133000001,1,0,0,0.438000023,0.153000012,38,2,2,1,1,0.70252198,4,0.879320085,2,224,146
5864,"Combest, Larry",15093,106,1999,TX,19,0,1984,0,84,0.47299999,30,0,0,0,0,7056,0,1,0,0,1,0,0,0.314999998,0.02999999,6,1,3,3,3,2.062025309,8,4.093317032,2,224,64
5865,"Condit, Gary",15635,106,1999,CA,18,1,1989,0,87,-0.172000006,52,0,0,0,0,7569,0,0,1,0.625,0,0,0,0.330000013,0.61500001,11,2,3,3,1,1.495208025,6,0.440300435,3,217,9
5866,"Conyers, John",10713,106,1999,MI,14,1,1964,0,87,-0.72299999,16,0,0,1,0,7569,0,0,0,0,0,0,0,0.880999982,1.166000009,19,3,1,0,0,0.653443456,18,0.956963897,2,217,46
5867,"Cook, Merrill",29765,106,1999,UT,2,0,1996,0,53,0.414999992,3,0,0,0,0,2809,0,0,0,0,1,0,0,0.256999999,0.028000008,12,2,2,2,2,0.809969187,2,0.793209553,2,224,135
5868,"Cooksey, John",29726,106,1999,LA,5,0,1996,0,100,0.38499999,7,0,0,0,0,10000,0,0,0,0,1,0,0,0.226999983,0.05800001,2,0,0,0,0,0.03084223,2,0.793209553,1,224,220
5869,"Costello, Jerry",15453,106,1999,IL,12,1,1988,0,60,-0.330000013,20,0,0,0,0,3600,0,0,0,0,0,0,0,0.488000005,0.773000002,3,1,1,1,1,0.577307284,6,0.440300435,2,217,57
5870,"Cox, Christopher",15601,106,1999,CA,47,0,1988,0,68,0.595000029,52,0,0,0,0,4624,0,0,0,0,1,1,0,0.437000036,0.152000025,14,1,1,1,0,0.798170626,6,0.965430677,2,224,137
5871,"Coyne, William",14808,106,1999,PA,14,1,1980,0,61,-0.521000028,21,0,0,0,0,3721,1,0,1,0.344999999,0,0,0,0.67900002,0.964000046,8,0,0,0,0,0.123368919,10,0.612521589,1,217,151
5872,"Cramer, Robert",29100,106,1999,AL,5,1,1990,0,70,-0.122000001,7,0,0,0,0,4900,1,0,0,0,0,0,0,0.280000001,0.564999998,4,0,0,0,0,0.061684459,5,0.397245169,1,217,194
5873,"Crane, Philip",12041,106,1999,IL,8,0,1969,0,69,0.765999973,20,0,1,0,0,4761,1,0,0,0,1,0,0,0.60799998,0.322999984,29,4,4,3,2,3.027981043,16,2.428690672,2,224,29
5874,"Crowley, Joseph",29925,106,1999,NY,7,1,1998,0,69,-0.39199999,31,0,0,0,0,4761,0,0,1,0.514999986,0,0,0,0.550000012,0.834999979,11,0,0,0,0,0.169632271,1,0.225024015,2,217,129
5875,"Cubin, Barbara",29584,106,1999,WY,1,0,1994,1,58,0.587000012,1,0,1,0,0,3364,0,0,1,0.056000002,1,0,0,0.42900002,0.144000009,15,6,6,6,3,2.663934469,3,1.868972063,2,224,35
5876,"Cummings, Elijah",29587,106,1999,MD,7,1,1996,0,86,-0.458999991,8,0,0,1,0,7396,0,0,1,0.188999996,0,0,0,0.616999984,0.90200001,14,2,7,7,7,1.649956942,2,0.268079311,3,217,8
5877,"Cunningham, Randy",29107,106,1999,CA,51,0,1990,0,61,0.43900001,52,0,0,0,0,3721,1,0,0,0,1,0,0,0.281000018,0.003999989,14,3,2,2,1,1.220512033,5,0.922375381,2,224,95
5878,"Danner, Pat",29370,106,1999,MO,6,1,1992,1,71,-0.181999996,9,0,0,0,0,5041,0,0,1,0.296999991,0,0,0,0.340000004,0.625,3,0,0,0,0,0.046263345,4,0.354189873,1,217,202
5879,"Davis, Danny",29717,106,1999,IL,7,1,1996,0,93,-0.551999986,20,0,0,1,0,8649,0,0,0,0,0,0,0,0.709999979,0.995000005,7,2,3,2,2,0.822737575,2,0.268079311,3,217,31
5881,"Davis, Jim",29714,106,1999,FL,11,1,1996,0,65,-0.291000009,23,0,0,0,0,4225,0,0,1,0.248999998,0,0,0,0.449000001,0.734000027,3,1,1,1,1,0.577307284,2,0.268079311,3,217,56
5880,"Davis, Thomas",29576,106,1999,VA,11,0,1994,0,82,0.324000001,11,0,1,0,0,6724,0,0,0,0,1,0,0,0.165999994,0.119000003,22,7,7,7,3,4.002799511,3,1.868972063,3,224,19
5882,"DeFazio, Peter",15410,106,1999,OR,4,1,1986,0,70,-0.532000005,5,0,0,0,0,4900,0,0,0,0,0,0,0,0.689999998,0.975000024,29,4,2,2,2,1.679398298,7,0.483355731,3,217,7
5883,"DeGette, Diana",29710,106,1999,CO,1,1,1996,1,67,-0.504999995,6,0,0,0,0,4489,0,0,1,0.172000006,0,0,0,0.662999988,0.948000014,17,0,0,0,0,0.26215896,2,0.268079311,2,217,102
5884,"DeLauro, Rosa",29109,106,1999,CT,3,1,1990,1,71,-0.442000002,6,0,0,0,0,5041,1,0,0,0,0,0,0,0.600000024,0.88499999,11,1,1,0,0,0.207701087,5,0.397245169,2,217,114
5885,"DeLay, Tom",15094,106,1999,TX,22,0,1984,0,65,0.588999987,30,0,0,0,0,4225,1,0,1,0.191,1,1,0,0.430999994,0.145999983,5,1,1,1,0,0.365158856,8,1.051541209,1,224,180
5886,"DeMint, Jim",29936,106,1999,SC,4,0,1998,0,58,0.67900002,6,0,0,0,0,3364,0,0,0,0,1,0,0,0.521000028,0.236000016,15,2,2,2,1,0.613241911,1,0.750154257,2,224,153
5887,"Deal, Nathan",99342,106,1999,GA,9,0,1992,0,100,0.61500001,11,0,0,0,0,10000,0,0,1,0.133000001,1,0,0,0.457000017,0.172000006,9,2,2,2,2,1.200877905,4,0.879320085,2,224,96
5888,"Delahunt, William",29731,106,1999,MA,10,1,1996,0,70,-0.546999991,10,0,0,0,0,4900,0,0,1,0.331999987,0,0,0,0.704999983,0.99000001,5,1,0,0,0,0.14981775,2,0.268079311,2,217,132
5889,"Deutsch, Peter",29335,106,1999,FL,20,1,1992,0,100,-0.34799999,23,0,0,0,0,10000,0,0,1,0.254999995,0,0,0,0.505999982,0.791000009,4,1,1,1,0,0.349737734,4,0.354189873,2,217,81
5890,"Diaz-Balart, Lincoln",29336,106,1999,FL,21,0,1992,0,75,0.294999987,23,0,0,0,1,5625,1,0,1,0.254999995,1,0,0,0.13699998,0.148000017,5,0,0,0,0,0.077105574,4,0.879320085,1,224,216
5891,"Dickey, Jay",29307,106,1999,AR,4,0,1992,0,58,0.423000008,4,0,0,0,0,3364,1,0,0,0,1,0,0,0.265000015,0.019999992,5,0,0,0,0,0.080189802,4,0.879320085,1,224,214
5892,"Dicks, Norman",14413,106,1999,WA,6,1,1976,0,68,-0.31400001,9,0,0,0,0,4624,1,0,0,0,0,0,0,0.472000003,0.757000029,4,0,0,0,0,0.049347568,12,0.698632181,1,217,197
5893,"Dingell, John",2605,106,1999,MI,16,1,1955,0,67,-0.437000006,16,0,0,0,0,4489,0,0,0,0,0,0,0,0.595000029,0.879999995,11,2,1,1,0,0.542734623,23,1.172240376,1,217,60
5894,"Dixon, Julian",14620,106,1999,CA,32,1,1978,0,87,-0.416999996,52,0,0,1,0,7569,1,0,1,0.526000023,0,0,0,0.574999988,0.860000014,0,0,0,0,0,0,11,0.655576885,1,217,217
5895,"Doggett, Lloyd",29571,106,1999,TX,10,1,1994,0,85,-0.432999998,30,0,0,0,0,7225,1,0,1,0.209999993,0,0,0,0.591000021,0.875999987,8,1,1,1,0,0.184063792,3,0.311134577,2,217,122
5896,"Dooley, Calvin",29105,106,1999,CA,20,1,1990,0,61,-0.194000006,52,0,0,0,0,3721,0,0,0,0,0,0,0,0.351999998,0.637000024,4,2,2,1,0,0.524660766,5,0.397245169,2,217,62
5897,"Doolittle, John",29104,106,1999,CA,4,0,1990,0,63,0.59799999,52,0,1,0,0,3969,0,0,1,0.625,1,0,0,0.439999998,0.154999986,10,7,6,4,2,2.607988834,5,1.955082655,2,224,40
5898,"Doyle, Michael",29561,106,1999,PA,18,1,1994,0,68,-0.257999986,21,0,0,0,0,4624,0,0,0,0,0,0,0,0.415999979,0.700999975,4,1,1,1,1,0.592728376,3,0.311134577,3,217,55
5899,"Dreier, David",14813,106,1999,CA,28,0,1980,0,58,0.521000028,52,0,0,0,0,3364,1,1,0,0,1,0,0,0.363000035,0.078000024,15,2,3,2,1,1.604788065,10,4.179427624,1,224,81
5900,"Duncan, John",15455,106,1999,TN,2,0,1988,0,89,0.666999996,9,0,1,0,0,7921,0,0,0,0,1,0,0,0.509000003,0.223999992,18,1,1,1,0,0.856770873,6,1.998137832,1,224,131
5901,"Dunn, Jennifer",39312,106,1999,WA,8,0,1992,1,60,0.441000015,9,0,0,0,0,3600,1,0,0,0,1,0,0,0.283000022,0.001999985,19,1,1,1,0,0.884528875,4,0.879320085,2,224,128
5902,"Edwards, Chet",29144,106,1999,TX,11,1,1990,0,82,-0.218999997,30,0,0,0,0,6724,1,0,1,0.209999993,0,0,1,0.377000004,0.662,1,0,0,0,0,0.015421115,5,0.397245169,1,217,216
5903,"Ehlers, Vernon",29362,106,1999,MI,3,0,1993,0,73,0.384000003,16,0,0,0,0,5329,0,0,1,0.652999997,1,0,0,0.225999996,0.058999997,12,3,2,1,1,0.976069391,4,0.879320085,2,224,118
5904,"Ehrlich, Robert",29529,106,1999,MD,2,0,1994,0,69,0.418000013,8,0,0,0,0,4761,0,0,1,0.203999996,1,0,0,0.26000002,0.024999987,6,2,1,1,1,0.708619714,3,0.836264849,2,224,144
5905,"Emerson, Jo",29736,106,1999,MO,8,0,1996,1,63,0.351000011,9,0,0,0,0,3969,1,0,0,0,1,0,0,0.193000004,0.091999993,16,0,0,0,0,0.246737838,2,0.793209553,1,224,194
5906,"Engel, Eliot",15603,106,1999,NY,17,1,1988,0,88,-0.423999995,31,0,0,0,0,7744,0,0,1,0.658999979,0,0,0,0.582000017,0.866999984,22,1,1,1,0,0.372201413,6,0.440300435,2,217,75
5907,"English, Phil",29563,106,1999,PA,21,0,1994,0,63,0.338999987,21,0,0,0,0,3969,1,0,0,0,1,0,0,0.180999979,0.104000017,53,1,1,1,1,0.886517227,3,0.836264849,2,224,127
5908,"Eshoo, Anna",29312,106,1999,CA,14,1,1992,1,69,-0.419999987,52,0,0,0,0,4761,0,0,0,0,0,0,0,0.578000009,0.862999976,8,0,0,0,0,0.123368919,4,0.354189873,1,217,150
5909,"Etheridge, Bob",29745,106,1999,NC,2,1,1996,0,57,-0.284999996,12,0,0,0,0,3249,0,0,1,0.149000004,0,0,0,0.442999989,0.727999985,7,0,1,1,1,0.172472998,2,0.268079311,2,217,125
5910,"Evans, Lane",15023,106,1999,IL,17,1,1982,0,52,-0.469999999,20,0,0,0,0,2704,0,0,0,0,0,0,0,0.628000021,0.912999988,20,7,0,0,0,0.903765798,9,0.569466293,3,217,27
5911,"Everett, Terry",29300,106,1999,AL,2,0,1992,0,69,0.485000014,7,0,1,0,0,4761,0,0,0,0,1,0,0,0.327000022,0.042000014,2,0,0,0,0,0.03084223,4,1.912027359,1,224,219
5912,"Ewing, Thomas",29115,106,1999,IL,15,0,1991,0,62,0.40200001,20,0,1,0,0,3844,0,0,1,0.301999986,1,0,0,0.244000003,0.04099999,11,3,2,2,0,1.42539978,5,1.955082655,2,224,87
5913,"Faleomavaega, Eni",NA,106,1999,AS,1,1,1988,0,NA,NA,1,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,4,1,0,0,0,0.146733522,6,0.440300435,1,217,134
5914,"Farr, Sam",29313,106,1999,CA,17,1,1993,0,65,-0.477999985,52,0,0,0,0,4225,1,0,1,0.625,0,0,0,0.635999978,0.921000004,7,2,0,0,0,0.278045952,4,0.354189873,2,217,94
5915,"Fattah, Chaka",29559,106,1999,PA,2,1,1994,0,87,-0.545000017,21,0,0,1,0,7569,0,0,1,0.335999995,0,0,0,0.703000009,0.988000035,9,1,1,1,1,0.669833958,3,0.311134577,3,217,43
5916,"Filner, Bob",29325,106,1999,CA,50,1,1992,0,99,-0.67900002,52,0,0,0,0,9801,0,0,0,0,0,0,0,0.837000012,1.121999979,23,0,0,0,0,0.354685634,4,0.354189873,2,217,80
5917,"Fletcher, Ernie",29917,106,1999,KY,6,0,1998,0,53,0.34799999,6,0,0,0,0,2809,0,0,1,0.086999997,1,0,0,0.189999983,0.095000014,9,3,3,3,0,1.916457295,1,0.750154257,3,224,67
5918,"Foley, Mark",29510,106,1999,FL,16,0,1994,0,100,0.368000001,23,0,0,0,0,10000,1,0,1,0.254999995,1,0,0,0.209999993,0.075000003,20,1,0,0,0,0.408892483,3,0.836264849,1,224,172
5919,"Forbes, Michael",29542,106,1999,NY,1,0,1994,0,64,0.136000007,31,0,0,0,0,4096,1,0,0,0,1,0,0,0.021999992,0.306999981,14,1,1,0,0,0.390818596,3,0.836264849,1,224,175
5920,"Ford, Harold",29756,106,1999,TN,9,1,1996,0,79,-0.405999988,9,0,0,1,0,6241,0,0,0,0,0,0,0,0.56400001,0.848999977,9,0,0,0,0,0.138790041,2,0.268079311,2,217,142
5921,"Fossella, Vito",29773,106,1999,NY,13,0,1997,0,65,0.493000001,31,0,0,0,0,4225,0,0,0,0,1,0,0,0.335000008,0.050000001,12,2,2,2,2,0.44083643,2,0.793209553,2,224,170
5922,"Fowler, Tillie",29329,106,1999,FL,4,0,1992,1,100,0.360000014,23,0,1,0,0,10000,0,0,0,0,1,1,0,0.202000007,0.082999989,10,2,3,3,1,1.394737959,4,1.912027359,2,224,90
5923,"Frank, Barney",14824,106,1999,MA,4,1,1980,0,100,-0.584999979,10,0,0,0,0,10000,0,0,1,0.386000007,0,0,0,0.742999971,1.027999997,24,0,0,0,0,0.333096087,10,0.612521589,2,217,85
5924,"Franks, Bob",29371,106,1999,NJ,7,0,1992,0,53,0.273999989,13,0,1,0,0,2809,0,0,1,0.254999995,1,0,0,0.115999989,0.169000015,34,6,5,3,1,2.066363573,4,1.912027359,2,224,63
5925,"Frelinghuysen, Rodney",29541,106,1999,NJ,11,0,1994,0,68,0.344999999,13,0,0,0,0,4624,1,0,1,0.254999995,1,0,0,0.186999992,0.098000005,16,2,2,2,1,1.065834999,3,0.836264849,2,224,106
5926,"Frost, Martin",14626,106,1999,TX,24,1,1978,0,57,-0.308999985,30,0,0,0,0,3249,1,0,0,0,0,0,1,0.466999978,0.751999974,4,0,0,0,0,0.061684459,11,0.655576885,1,217,193
5927,"Gallegly, Elton",15413,106,1999,CA,23,0,1986,0,60,0.456,52,0,1,0,0,3600,0,0,0,0,1,0,0,0.298000008,0.013,14,2,3,3,2,1.480987668,7,2.041193247,2,224,85
5928,"Ganske, Greg",29521,106,1999,IA,4,0,1994,0,65,0.289999992,5,0,0,0,0,4225,0,0,0,0,1,0,0,0.131999984,0.153000012,6,1,0,0,0,0.177575752,3,0.836264849,1,224,203
5929,"Gejdenson, Sam",14825,106,1999,CT,2,1,1980,0,61,-0.481999993,6,0,0,0,0,3721,0,0,1,0.200000003,0,0,0,0.639999986,0.925000012,14,4,4,4,2,2.157564402,10,0.612521589,3,217,2
5930,"Gekas, George",15026,106,1999,PA,17,0,1982,0,100,0.432999998,21,0,1,0,0,10000,0,0,1,0.344999999,1,0,0,0.275000006,0.010000002,18,10,6,5,1,2.879900932,9,2.127303839,2,224,33
5931,"Gephardt, Richard",14421,106,1999,MO,3,1,1976,0,56,-0.49000001,9,0,0,0,0,3136,0,0,0,0,0,0,1,0.648000002,0.933000028,6,0,0,0,0,0.107947804,12,0.698632181,1,217,168
5932,"Gibbons, Jim",29739,106,1999,NV,2,0,1996,0,81,0.561999977,2,0,0,0,0,6561,0,0,1,0.160999998,1,0,0,0.403999984,0.118999973,25,7,6,6,6,2.909322262,2,0.793209553,3,224,32
5933,"Gilchrest, Wayne",29122,106,1999,MD,1,0,1990,0,69,0.246000007,8,0,1,0,0,4761,0,0,0,0,1,0,0,0.088000007,0.196999997,8,3,2,2,1,1.027515173,5,1.955082655,2,224,110
5934,"Gillmor, Paul",15604,106,1999,OH,5,0,1988,0,67,0.294,19,0,0,0,0,4489,0,0,1,0.328999996,1,0,0,0.135999992,0.149000004,8,2,1,1,0,0.496471256,6,0.965430677,2,224,164
5935,"Gilman, Benjamin",14015,106,1999,NY,20,0,1972,0,58,0.092,31,0,0,0,0,3364,0,1,1,0.407000005,1,0,0,0.066,0.351000011,49,16,19,15,8,9.992314339,14,4.351648808,3,224,1
5936,"Gonzalez, Charles",29943,106,1999,TX,20,1,1998,0,63,-0.375,30,0,0,0,1,3969,0,0,0,0,0,0,0,0.532999992,0.818000019,7,1,1,1,1,0.201819703,1,0.225024015,2,217,117
5937,"Goode, Virgil",29767,106,1999,VA,5,1,1996,0,100,0.137999997,11,0,0,0,0,10000,0,0,1,0.150000006,0,0,0,0.020000003,0.305000007,6,2,2,2,2,0.705105603,2,0.268079311,3,217,38
5938,"Goodlatte, Bob",39308,106,1999,VA,6,0,1992,0,69,0.523999989,11,0,1,0,0,4761,0,0,0,0,1,0,0,0.365999997,0.080999985,12,7,4,2,0,2.353790045,4,1.912027359,2,224,50
5939,"Goodling, William",14288,106,1999,PA,19,0,1974,0,68,0.342999995,21,0,0,0,0,4624,0,1,0,0,1,0,0,0.184999987,0.100000009,26,11,13,7,2,4.654484272,13,4.308593273,2,224,14
