caseid,region,gender,educ,edloan,race,hispanic,employ,marstat,pid7,ideo5,pew_religimp,newsint,faminc_new,union,investor,CC18_308a,CC18_310a,CC18_310b,CC18_310c,CC18_310d,CC18_325a,CC18_325b,CC18_325c,CC18_325d
417351561,1,1,6,2,1,2,5,1,5,4,2,1,9,3,1,1,3,3,2,3,1,2,2,1
414342012,3,2,5,1,1,2,7,5,3,3,4,3,5,3,2,2,2,1,1,1,1,1,1,2
416223768,3,2,2,NA,1,2,8,5,3,3,4,2,7,3,2,3,1,5,2,2,2,1,2,1
414359691,3,2,3,2,1,2,4,5,2,3,2,2,5,3,2,3,2,2,5,2,2,1,2,1
413873017,3,2,2,2,1,2,4,5,7,5,2,2,3,3,2,1,2,3,2,5,1,1,1,1
415967795,3,1,3,NA,1,2,8,5,2,2,3,2,7,3,2,4,2,2,3,4,2,1,2,2
413120186,4,2,5,2,1,2,2,5,3,2,2,2,7,3,2,4,3,3,3,3,2,2,2,2
417182725,3,2,2,2,1,2,4,5,4,4,4,2,4,3,2,3,2,3,2,2,1,1,2,1
415451641,2,2,6,1,1,2,1,1,1,2,2,2,10,3,2,4,2,5,3,2,2,1,1,2
418064298,3,1,5,2,1,2,5,1,7,5,1,1,9,3,1,1,2,2,2,2,1,2,2,1
410746326,2,1,4,2,1,2,4,5,5,3,3,1,6,3,2,2,3,3,3,2,1,1,1,1
415258128,1,2,5,1,1,2,1,5,1,1,3,2,6,3,2,4,3,3,3,3,2,1,2,1
413840545,3,2,4,2,1,2,6,1,7,4,2,1,4,2,1,1,2,3,2,3,1,1,1,1
416340549,2,2,2,2,1,2,5,1,7,3,2,2,7,2,2,1,2,3,5,5,1,1,1,1
414210088,4,2,2,2,1,2,6,1,7,4,4,2,7,3,2,2,2,3,3,3,2,1,1,2
414441761,1,2,2,NA,1,2,1,5,7,4,3,1,6,3,2,1,3,1,5,1,1,1,1,1
411854286,4,1,3,2,1,2,5,1,4,3,3,1,5,3,1,3,3,3,3,3,2,1,2,1
414598151,3,2,5,2,3,2,5,5,6,4,1,2,2,3,2,2,2,3,5,5,2,1,1,1
413669980,1,2,2,2,1,2,2,1,6,3,3,3,8,3,2,1,2,4,3,2,1,1,1,2
413065258,3,2,5,1,1,2,7,1,1,2,4,1,5,3,2,4,2,2,2,2,2,1,1,2
418064125,4,1,6,1,1,1,1,1,4,3,2,2,9,3,2,4,2,3,2,2,2,2,2,1
412893380,3,1,3,2,1,2,1,1,2,2,4,1,11,3,1,4,2,2,2,2,2,1,2,1
417224933,2,1,3,1,1,2,1,1,2,3,2,2,10,2,1,3,2,2,3,3,1,1,1,1
412293122,4,1,3,2,1,2,5,4,1,1,2,1,7,1,1,4,2,3,2,3,2,1,1,1
414039258,3,1,6,1,1,2,1,5,5,4,1,3,4,3,2,1,2,3,2,2,2,1,2,1
414050590,2,2,5,1,1,2,1,5,1,2,4,3,3,3,2,4,5,3,2,5,2,2,2,1
420149398,3,2,6,2,1,2,5,6,3,3,2,1,5,3,1,4,2,3,2,2,2,1,2,1
414573262,2,2,2,2,1,2,7,1,1,2,2,2,7,3,2,4,2,3,2,2,1,2,2,2
420195675,3,2,4,1,1,2,6,5,4,4,2,2,2,3,2,1,5,5,2,5,1,1,1,1
412903521,4,2,2,2,1,2,7,5,2,3,4,3,4,3,2,4,5,2,5,5,2,1,1,1
414179372,3,1,2,2,1,2,6,1,7,4,2,1,3,3,2,1,2,2,2,2,1,1,2,1
413123186,3,1,2,2,1,2,5,5,6,3,2,1,3,3,2,4,2,3,2,2,2,2,2,1
417196589,4,1,3,2,1,2,1,6,3,2,4,3,6,3,2,4,3,5,5,5,2,1,1,1
415227501,2,2,1,2,1,2,8,5,1,5,2,3,3,3,2,4,2,3,2,3,1,1,1,2
415099196,4,2,2,1,1,2,1,1,7,4,2,2,4,1,2,2,5,5,1,3,2,1,1,1
412898429,2,1,3,2,1,2,2,5,4,3,3,2,2,2,2,4,2,2,3,2,2,2,2,1
414387768,3,2,5,2,3,2,7,1,1,3,1,1,9,3,2,4,2,3,2,3,2,1,1,1
412285017,4,2,6,2,1,2,5,3,1,1,4,1,11,3,1,4,2,3,2,2,2,2,2,1
414049508,2,2,2,2,1,2,6,1,6,4,2,2,5,3,2,2,2,3,5,5,1,1,1,1
411986901,2,1,3,2,1,2,5,1,4,3,1,1,9,2,1,1,2,3,3,2,1,1,1,1
412338999,2,2,3,1,1,2,1,1,7,5,4,4,9,3,2,1,2,5,5,5,1,1,1,2
415668139,3,2,5,1,2,2,1,3,1,2,2,1,7,3,1,4,2,2,2,2,2,2,1,2
416222898,4,1,4,1,3,2,1,6,4,3,2,3,5,3,1,3,3,5,5,5,2,2,2,2
414347197,3,2,2,2,1,2,5,3,6,5,1,3,11,3,2,1,2,5,2,5,1,1,1,1
417139281,4,2,2,2,1,2,5,1,5,4,1,1,9,3,1,2,2,5,5,3,1,1,2,2
415989365,3,2,6,2,3,2,1,1,6,3,1,3,6,3,2,2,2,3,2,2,1,1,1,1
412529540,3,2,2,2,1,2,1,1,7,4,1,1,4,3,1,1,2,2,3,3,1,1,2,1
412469548,1,1,6,2,1,2,5,3,1,2,2,1,7,3,1,4,2,4,2,3,2,1,1,1
415659562,3,1,5,2,1,2,2,5,5,4,2,1,3,3,1,2,3,2,2,2,1,1,1,1
412974856,4,2,6,2,4,2,2,1,1,2,4,3,7,3,2,4,3,3,3,5,2,2,1,2
412956602,1,2,6,1,1,2,1,3,1,1,4,1,8,1,2,4,3,3,3,3,2,2,2,1
413217227,1,1,5,2,1,2,6,3,5,3,4,1,5,3,2,1,3,3,3,3,1,1,1,1
418249787,3,1,4,2,1,2,1,3,7,5,1,1,9,2,1,1,2,3,2,3,1,2,2,1
414375205,2,2,2,2,1,2,1,1,6,4,4,3,5,3,2,2,2,3,2,5,1,1,2,1
416476585,3,2,2,NA,2,2,1,1,6,4,1,2,4,3,2,2,5,5,5,5,1,1,1,1
413535480,4,2,3,1,1,2,1,6,3,1,4,1,9,3,2,4,2,2,2,3,2,1,1,1
414290349,3,1,3,1,2,1,4,5,4,3,3,4,1,3,2,3,1,1,5,1,1,1,1,1
415273823,2,1,5,2,1,2,5,3,7,5,1,1,3,2,1,1,2,3,3,2,1,2,2,1
419297676,1,2,6,2,6,1,1,5,2,2,3,2,5,3,1,4,2,3,3,3,1,1,1,2
412336474,2,2,2,2,1,2,5,6,1,1,2,1,3,3,2,4,2,2,2,3,1,1,1,1
417087530,2,2,2,2,1,2,5,1,7,4,3,1,9,3,1,1,2,2,3,2,1,2,1,1
414366778,1,1,3,1,3,2,1,6,3,1,1,1,4,3,2,3,3,3,2,3,2,2,1,1
418632275,2,1,5,1,1,2,2,5,3,1,4,1,2,3,2,4,2,3,2,2,2,1,1,1
416280754,2,2,2,2,1,2,1,1,1,1,4,2,3,3,2,4,2,2,3,3,2,2,1,2
412954047,1,2,3,2,1,2,5,1,7,4,1,1,15,3,1,1,3,3,3,2,1,2,1,1
417080384,2,1,6,2,1,2,5,1,6,5,3,1,11,2,1,2,2,2,3,3,1,1,1,1
415000632,2,1,3,NA,4,2,8,5,6,4,1,1,8,2,1,2,3,3,3,2,1,1,2,1
417619271,3,1,6,2,1,2,9,1,3,3,3,1,5,2,1,4,3,3,3,2,2,1,2,1
414805229,3,1,3,2,2,2,1,4,1,2,2,1,7,3,2,4,2,2,4,2,2,1,1,2
419435627,1,1,1,NA,1,2,4,5,3,1,4,4,3,2,2,3,5,5,5,5,1,1,1,1
417553299,4,2,5,2,1,2,1,5,1,1,4,1,10,3,2,4,3,3,3,3,2,1,2,1
412894794,1,2,2,2,1,2,5,1,4,4,2,2,4,3,2,2,3,3,3,3,2,1,2,1
413531689,1,2,5,1,2,2,1,5,2,1,2,3,4,2,2,4,5,5,5,5,2,1,1,1
417430766,4,1,2,NA,5,2,1,5,4,1,2,2,3,2,1,3,5,5,5,5,1,1,1,2
412284869,3,2,3,2,1,2,6,3,3,3,1,1,3,3,1,4,2,2,2,2,2,2,2,1
417831371,4,1,5,2,3,2,1,1,4,3,4,1,10,2,1,2,3,3,3,2,1,2,2,1
411997070,2,2,3,1,1,2,5,1,7,5,1,1,6,3,2,1,2,3,2,3,1,1,1,1
412335096,3,1,2,2,1,2,5,3,5,4,2,1,2,2,2,2,3,3,3,3,1,1,1,1
414228010,3,1,2,2,1,2,5,1,1,4,2,2,4,3,1,4,2,3,2,5,2,2,1,2
415927244,1,1,5,2,1,2,1,5,5,4,1,2,5,3,1,2,3,3,5,5,1,2,2,1
412221321,3,2,2,2,1,2,2,1,6,3,2,2,6,3,2,2,2,2,2,2,1,1,1,1
420281741,1,1,2,NA,1,2,8,5,3,3,1,2,2,3,2,4,3,2,4,2,1,1,2,2
415272585,4,1,4,NA,1,2,1,5,3,3,2,1,9,2,1,4,3,3,3,3,2,2,2,1
413785356,4,2,3,1,1,1,1,1,7,4,3,1,9,1,2,2,3,3,3,5,2,2,2,1
412306909,2,1,2,2,1,2,5,1,4,2,4,1,4,3,2,4,2,3,2,5,2,1,1,1
414355599,4,2,3,NA,2,2,2,5,5,3,2,2,12,3,2,3,3,1,5,5,1,1,1,2
413072270,2,2,2,2,1,2,5,1,1,2,3,1,2,2,1,4,2,3,3,2,2,1,1,1
414726069,1,1,2,2,1,2,5,4,5,4,2,2,7,3,1,1,2,3,3,3,1,1,1,1
419157756,4,2,1,2,3,2,1,1,1,3,2,2,2,3,2,3,2,5,5,3,2,1,2,1
412300386,3,2,3,2,1,2,1,1,1,1,3,1,5,3,1,4,2,2,2,2,2,1,1,1
410941245,4,1,5,2,1,2,1,1,1,1,4,1,11,3,1,4,3,3,3,3,2,2,2,2
414180319,2,2,3,NA,4,2,2,5,6,1,4,1,1,3,2,4,1,2,4,2,2,1,1,1
420139947,3,1,6,2,1,2,1,1,3,3,1,1,13,3,1,4,2,2,2,2,2,2,2,1
412286417,3,2,3,2,1,2,5,3,5,5,1,2,3,3,1,2,2,5,2,2,1,1,1,1
414186353,3,2,3,NA,2,2,3,5,1,2,2,1,5,3,2,4,2,3,2,4,2,1,1,2
419248510,4,2,4,2,2,2,1,5,3,2,1,1,5,3,1,4,5,3,5,5,2,1,1,1
411632326,4,1,2,2,2,2,1,3,5,5,1,1,5,3,2,1,2,2,2,2,1,2,2,1
417613667,2,1,3,2,6,2,5,5,1,4,1,2,4,1,1,2,2,3,2,3,1,1,2,1
415540527,1,1,5,2,2,2,1,5,4,3,4,1,8,1,1,1,3,3,3,3,1,2,2,1
412339627,1,2,5,1,2,2,1,3,3,5,1,2,4,2,2,2,3,3,2,3,1,1,2,1
418063655,2,1,3,2,1,2,1,1,5,5,1,1,10,1,1,1,5,3,2,2,1,1,1,1
411332246,3,1,6,2,1,2,5,1,7,5,2,1,6,2,1,3,2,2,2,2,1,1,1,1
417288720,1,1,2,NA,1,2,8,5,4,3,3,4,12,3,2,3,3,5,5,5,2,2,2,2
414366825,3,2,2,2,2,2,7,1,1,1,4,2,6,3,2,4,2,2,2,2,2,1,2,2
412924762,4,2,2,1,1,2,4,5,7,4,1,1,8,3,2,2,3,3,3,3,1,2,2,2
412364351,4,2,6,1,1,2,1,3,1,2,3,1,8,1,1,4,3,3,3,3,2,1,1,1
416243567,1,1,3,NA,3,2,1,3,3,3,1,2,5,2,2,4,3,3,3,3,2,2,2,1
412002664,1,1,6,2,1,2,1,1,3,1,4,1,10,2,1,4,3,3,3,3,2,1,1,2
410598240,2,1,4,2,1,2,5,1,4,3,2,1,7,3,1,2,2,2,2,2,1,1,1,1
413109095,2,2,6,1,1,2,1,6,4,3,4,4,9,1,2,2,2,5,5,5,2,1,1,1
412297643,2,2,6,1,1,2,1,5,2,1,4,1,6,2,1,4,2,3,3,3,2,2,2,1
420136383,2,2,5,2,1,2,1,5,7,3,3,1,9,1,2,2,2,3,3,2,1,1,1,1
416247510,3,2,2,2,1,2,5,1,7,5,1,1,5,3,2,1,2,3,2,2,1,1,1,1
414321712,3,2,2,2,1,2,1,1,7,5,1,3,11,3,2,1,2,5,5,5,1,1,2,1
412951766,4,1,3,2,1,2,1,1,7,5,1,1,5,3,2,1,3,3,3,3,1,2,2,1
415308143,4,2,6,2,1,2,7,1,4,3,1,1,15,3,1,4,2,2,2,2,1,2,2,1
412222344,2,1,6,2,1,2,1,1,1,1,3,1,9,2,1,4,2,2,2,2,2,2,2,1
416383188,3,2,3,NA,3,2,8,5,2,3,2,3,2,3,2,3,2,3,2,1,2,2,1,2
418252030,1,1,6,2,1,2,1,1,1,1,4,1,10,1,1,4,3,3,3,3,2,2,2,1
410692096,1,2,3,1,1,2,2,5,7,5,1,1,5,3,2,1,3,3,2,3,1,1,1,1
412003389,3,2,5,2,7,2,5,4,1,1,3,1,10,1,1,4,2,2,2,2,2,2,2,1
417081402,1,1,4,2,1,2,5,1,1,1,4,1,12,2,1,4,3,3,2,2,2,2,2,1
417836401,2,1,3,2,1,2,5,3,5,3,2,1,2,3,1,1,2,3,3,3,1,2,2,1
410922896,2,1,6,2,1,2,5,1,1,1,4,1,9,1,1,4,2,2,2,2,2,2,2,2
412262917,4,1,5,1,1,2,1,1,5,5,1,2,3,3,2,2,2,2,2,2,1,2,2,2
413610200,2,2,5,NA,1,2,1,5,1,1,4,1,6,1,1,4,2,2,3,3,2,1,2,1
412275885,2,1,5,2,1,2,1,1,5,5,1,1,11,3,1,1,2,2,3,3,1,2,2,1
412299630,1,1,6,2,1,2,5,5,4,4,4,1,8,3,1,2,3,3,3,2,1,1,1,1
414451062,4,1,3,2,3,2,5,3,5,4,2,2,4,1,1,2,2,2,2,2,1,1,1,1
416547815,1,2,5,1,1,1,1,1,2,3,1,1,11,1,1,2,3,3,5,5,1,1,1,2
415611704,4,2,5,2,4,2,1,1,1,4,2,4,7,1,1,4,3,5,3,3,2,1,1,2
412291429,4,2,3,2,1,2,5,1,5,3,1,1,7,3,2,1,5,5,3,2,1,1,1,1
414368413,3,2,5,1,2,2,1,5,1,2,3,1,5,3,2,4,2,3,2,3,2,2,2,2
410944680,3,1,5,2,1,2,5,1,7,4,1,1,8,3,1,1,2,2,2,2,1,1,1,2
413095128,3,1,5,2,2,2,9,1,1,2,1,1,6,3,2,4,3,2,2,3,2,1,1,1
417841135,3,2,2,1,1,2,7,1,4,3,1,4,5,3,2,2,2,2,2,2,2,2,1,2
413510145,1,2,1,2,1,2,2,5,1,1,4,2,11,3,2,4,3,5,3,1,1,1,2,2
411994727,3,1,5,2,1,2,5,1,3,3,3,1,4,3,2,4,2,3,2,2,2,1,1,1
412916702,1,2,3,1,1,2,4,1,1,2,1,1,4,3,2,4,1,2,5,3,2,2,1,2
418063607,3,1,6,2,1,2,5,1,6,5,3,1,12,3,1,1,2,2,2,2,1,2,1,1
410909264,3,2,3,2,1,2,7,1,4,3,2,3,4,3,2,3,2,2,2,2,2,1,2,2
415285663,2,2,3,2,1,2,7,5,6,5,1,2,3,3,2,2,2,5,3,5,1,1,1,1
414253039,3,2,2,2,1,2,5,3,1,2,1,2,5,3,2,4,2,3,2,5,2,2,1,1
417178263,2,2,2,2,1,2,7,1,7,5,1,1,3,2,2,1,2,3,5,2,1,2,2,1
412982476,1,1,5,2,1,2,1,5,1,1,4,1,5,1,2,4,3,3,3,2,2,2,2,2
415789775,4,2,3,2,6,1,1,6,4,3,1,2,9,3,2,4,3,3,3,5,2,2,1,1
415422046,1,1,3,2,1,2,5,1,7,4,4,1,1,1,2,1,3,3,3,NA,1,1,1,1
415711884,2,2,5,2,1,2,1,1,1,2,1,1,8,3,1,4,2,2,3,3,2,1,2,2
412406086,3,2,2,2,1,2,5,1,7,5,1,2,5,3,2,1,2,2,2,2,1,1,1,1
412387309,1,2,3,1,1,2,5,4,1,2,3,1,8,1,1,4,3,3,3,2,2,1,1,1
413013793,3,2,2,2,1,2,1,1,3,1,2,1,5,3,2,4,2,3,2,3,2,1,2,1
410765985,3,2,5,1,2,2,1,1,1,3,2,2,9,3,1,4,1,1,1,1,2,1,2,1
420153324,1,2,3,2,1,2,1,5,6,3,2,1,7,3,1,1,3,3,2,3,1,1,1,1
417570867,1,1,5,2,1,2,1,5,1,1,4,1,10,3,1,4,2,5,3,3,2,1,1,1
416686618,4,2,5,1,1,2,1,1,1,3,4,3,10,3,2,4,2,2,2,2,1,1,1,1
416395512,1,1,3,1,2,2,1,1,2,3,3,2,9,2,1,4,3,3,5,3,2,1,1,1
417077665,3,1,3,2,3,2,1,1,6,4,1,1,8,2,1,3,2,2,2,2,1,2,1,1
412979463,3,2,6,1,2,2,1,6,2,3,1,4,7,3,1,4,3,2,2,2,2,2,2,2
415213627,4,2,5,1,1,2,1,5,1,1,4,1,5,3,1,4,3,3,3,2,2,1,1,1
411891143,4,1,5,2,7,2,1,5,4,3,1,1,6,3,1,1,3,3,3,3,1,1,2,1
415208515,2,2,5,1,1,2,1,6,1,2,4,2,5,3,1,4,3,3,3,3,2,2,2,2
413059111,1,2,6,1,1,2,2,1,1,1,2,2,11,2,1,4,3,3,2,2,2,2,2,2
414507543,1,2,2,NA,1,2,4,5,1,1,4,1,5,3,2,4,3,3,3,1,1,1,1,2
412348722,1,2,5,1,1,2,1,1,6,3,3,1,12,3,2,4,3,3,3,3,2,1,1,1
412903375,3,2,3,2,1,2,8,5,1,2,4,1,11,3,2,4,2,3,3,3,2,1,2,1
412871676,2,1,5,2,1,2,1,1,6,3,4,1,9,1,1,4,2,2,2,2,2,1,2,1
412282571,3,1,2,2,1,2,5,3,7,5,1,1,4,1,2,1,2,3,2,2,1,1,2,1
412976130,1,1,2,2,1,2,5,1,5,4,2,1,6,2,1,1,2,3,3,3,1,1,1,1
413002748,3,1,3,2,2,2,2,1,1,2,3,2,3,3,2,4,2,2,2,3,2,1,2,2
419490444,2,1,5,1,3,2,1,1,3,3,4,2,11,3,2,4,2,3,3,3,2,2,2,1
415194247,1,2,2,NA,1,2,7,1,4,3,2,2,8,3,1,4,3,3,2,NA,2,1,2,1
414342125,3,2,6,2,1,2,2,5,1,1,4,1,2,3,2,4,2,2,4,2,2,2,1,1
415008634,3,2,2,NA,1,2,7,1,7,5,2,1,8,3,2,1,3,3,2,2,2,1,1,1
410920518,3,1,6,2,1,2,1,1,7,4,1,1,14,2,1,1,2,2,2,NA,1,1,1,1
412984256,3,2,5,2,1,2,1,1,6,2,1,3,7,3,1,3,2,2,5,2,2,1,1,1
414128106,3,1,3,2,1,2,1,1,5,4,2,3,5,3,2,2,2,2,2,1,1,1,1,1
414566881,3,2,5,2,3,2,8,5,1,2,1,1,3,3,2,4,2,2,2,3,2,1,2,1
414220135,3,2,1,NA,1,2,7,6,4,4,1,3,3,3,2,2,5,5,5,5,1,1,1,1
417454643,4,2,3,NA,2,2,8,5,1,4,2,1,2,3,2,4,2,2,2,1,2,1,1,1
412298180,4,2,4,2,1,2,5,5,1,5,2,2,4,2,2,4,2,3,3,2,2,2,2,1
412924305,3,1,4,2,1,2,6,3,1,2,3,1,3,3,2,4,3,3,3,3,2,2,2,1
412355892,3,2,3,2,1,2,5,1,1,2,1,1,2,2,2,4,2,2,2,2,2,2,2,1
415235609,4,1,2,2,1,2,1,5,6,3,4,1,6,3,1,1,2,2,2,2,1,2,2,1
413987858,1,2,2,2,1,2,1,1,1,2,1,2,9,3,1,4,3,3,2,2,2,2,2,1
418113104,3,1,3,2,1,2,2,5,3,1,3,1,3,3,2,4,2,5,2,5,1,1,1,2
412954354,4,2,3,2,1,2,7,1,2,3,1,2,5,3,2,3,3,5,3,3,2,1,2,1
418065405,4,1,3,2,7,2,5,1,5,5,1,1,5,3,2,1,2,2,2,2,1,2,2,1
420122456,2,1,5,2,1,2,5,1,1,2,4,1,11,2,1,4,2,3,3,3,2,2,2,1
412518754,3,1,2,2,1,2,5,1,7,5,1,1,4,3,2,1,2,3,2,5,1,1,1,1
415437539,3,1,4,2,3,2,1,1,3,2,3,1,6,3,2,4,2,2,2,3,2,1,2,1
415418606,1,2,1,2,1,2,7,4,4,3,2,4,1,3,2,4,5,5,5,5,2,1,1,2
415730095,3,1,2,2,1,2,5,4,1,3,3,1,5,2,2,4,2,3,2,2,2,1,1,2
415460601,2,1,3,NA,1,1,1,1,4,2,2,1,5,3,2,4,2,3,3,2,2,1,1,2
412379901,3,2,2,2,5,2,5,3,1,2,4,2,7,2,2,4,2,2,2,NA,2,2,2,2
414227418,4,1,3,2,2,2,3,5,4,3,4,3,1,3,2,4,3,3,3,3,2,2,1,2
412991669,1,2,5,1,5,2,1,3,7,4,1,1,5,2,1,1,2,3,3,3,1,1,2,1
417081426,2,1,5,2,1,2,5,1,1,2,4,1,9,3,2,4,2,3,3,2,2,2,2,1
419595780,3,2,3,1,5,2,1,5,1,2,2,1,4,3,2,4,2,2,2,2,2,2,2,1
412348350,2,1,3,2,1,2,1,3,4,4,1,1,9,1,1,2,3,3,3,3,1,1,2,1
414156220,1,1,5,1,3,2,1,1,2,2,2,2,9,1,1,3,3,3,3,3,2,1,2,1
415579306,4,2,2,NA,4,2,8,5,4,2,4,4,5,3,2,4,5,5,5,5,1,2,2,1
419696374,3,2,3,2,1,2,5,4,7,4,2,1,3,2,1,1,2,3,2,2,1,1,1,1
412289834,4,2,5,2,1,2,5,1,1,1,4,1,9,2,2,4,3,3,3,3,2,2,2,2
412243811,3,2,2,2,1,2,5,4,1,2,3,2,5,2,2,4,2,3,2,5,2,1,1,1
417838062,4,1,6,2,1,2,5,1,1,1,3,1,5,3,1,4,2,2,2,2,2,1,2,1
412298138,4,1,6,2,1,2,5,1,3,3,4,1,12,2,1,4,3,3,3,2,2,1,2,1
414191235,2,1,2,2,1,2,1,3,2,5,2,3,9,1,2,4,2,5,3,2,2,1,2,1
418249805,2,1,6,2,1,2,2,1,1,2,2,1,9,3,1,4,2,2,2,2,2,2,2,1
411880045,4,2,4,NA,1,2,1,5,7,4,2,2,5,1,2,1,3,5,5,5,2,2,2,1
412906234,3,2,1,NA,1,2,7,1,7,2,2,2,5,3,2,1,5,5,5,1,2,1,1,2
415540912,3,1,2,NA,1,2,1,1,5,4,1,2,8,1,1,2,2,2,2,2,1,2,1,1
412052437,3,1,4,2,1,2,5,1,7,5,1,1,4,2,2,1,2,2,2,2,1,1,2,1
414354875,3,2,2,NA,1,2,1,5,6,4,2,3,10,3,1,2,2,5,3,5,2,1,1,1
412874712,3,2,3,2,1,2,2,1,1,1,4,3,5,3,2,4,2,3,2,5,2,1,2,2
416260361,4,2,6,2,4,2,1,5,2,2,2,2,7,3,1,2,3,3,3,5,2,2,2,2
414481621,1,1,2,2,1,2,1,6,1,3,2,2,7,3,2,4,5,3,3,5,2,1,2,1
414200927,4,1,2,2,1,2,1,1,4,3,4,4,9,3,2,1,2,3,2,2,1,1,1,1
411724232,2,2,3,2,1,2,5,1,7,3,1,2,4,3,2,1,3,5,3,2,2,1,1,1
413221557,4,2,2,2,1,2,8,5,1,1,4,2,4,3,2,4,5,5,3,2,2,1,1,2
413056145,2,1,5,2,1,2,1,3,5,5,3,1,9,1,1,1,2,2,2,2,1,2,1,1
414290551,4,2,2,2,1,2,6,6,1,1,4,1,6,2,2,4,3,3,3,2,2,2,2,1
416452513,1,1,2,2,1,2,6,6,7,4,2,1,5,2,2,1,3,3,2,3,1,2,1,1
410813470,3,1,4,2,1,2,2,1,5,4,1,2,6,3,1,2,2,5,2,5,1,1,2,1
415339032,4,2,2,2,3,2,7,1,1,3,1,3,2,3,2,4,3,2,5,2,2,1,2,1
412334272,3,2,6,2,1,2,2,1,1,3,2,1,12,1,1,4,2,2,2,3,2,2,2,1
412345940,2,1,6,1,1,2,1,1,1,2,4,1,11,3,1,4,2,3,3,2,2,2,2,1
420156492,4,2,6,1,1,2,1,5,7,5,1,1,4,1,2,1,3,3,3,3,1,1,1,1
413674352,4,1,2,2,1,2,5,1,7,5,3,1,6,3,1,1,2,2,2,2,1,1,1,1
416277978,3,1,5,2,1,2,1,5,1,1,3,1,5,3,1,4,2,3,2,2,2,2,2,1
412275456,1,1,5,2,1,2,5,1,1,3,3,1,7,3,1,4,3,3,2,2,2,1,2,1
414704723,2,2,4,1,1,2,7,1,4,3,1,1,3,3,2,2,2,2,3,3,1,1,2,1
412894665,1,2,6,2,1,2,2,1,2,3,4,1,6,2,1,4,3,3,3,3,2,1,2,1
412297908,2,2,2,2,1,2,7,1,1,2,2,2,9,3,1,3,3,3,1,2,2,2,2,1
412386158,4,2,2,2,1,2,6,2,2,2,3,2,5,3,2,4,2,3,2,3,2,1,2,1
414864413,3,2,3,1,2,2,1,6,2,3,3,2,9,3,2,4,3,3,3,5,2,1,1,1
416187350,1,1,5,2,1,2,1,1,4,4,3,1,7,3,2,1,2,3,3,3,1,1,1,1
412893015,3,2,4,2,2,2,2,5,1,2,2,1,8,3,2,4,2,3,2,5,1,1,1,2
412297833,2,2,3,1,1,2,1,3,7,5,3,1,4,3,2,1,2,3,5,5,1,1,1,1
414877622,1,1,5,1,3,2,2,5,1,2,4,1,1,2,2,4,3,3,3,3,2,2,2,1
417617997,1,1,4,2,1,2,1,5,7,3,2,1,10,3,1,1,3,3,3,3,1,1,1,1
412978406,1,1,3,2,1,2,5,1,2,4,3,2,9,1,1,2,3,3,5,5,2,2,2,1
414165557,4,1,1,2,3,2,1,6,7,5,2,1,5,3,1,1,3,3,3,5,1,1,2,1
412278056,3,2,5,2,1,2,5,5,1,2,2,1,4,3,1,4,2,3,2,3,2,2,2,1
412340710,2,2,2,2,1,2,5,4,6,3,3,2,3,2,2,2,2,2,3,2,1,1,1,1
410743528,2,2,2,NA,1,2,2,5,1,2,1,2,5,3,2,4,5,5,5,5,2,2,2,1
417006676,1,1,5,2,1,2,1,1,7,4,1,2,8,2,1,2,3,3,3,2,1,1,1,1
417079551,4,1,4,2,1,2,5,1,3,2,4,1,4,2,1,4,3,3,3,3,2,2,2,1
412305704,2,2,6,1,1,2,1,3,2,3,1,4,8,3,1,4,5,5,5,5,2,1,1,1
412317336,4,2,2,2,1,2,7,1,5,4,1,2,5,3,2,4,3,2,3,5,1,1,1,1
415503070,3,2,6,2,3,2,1,5,1,2,2,2,8,3,2,4,2,2,2,NA,2,2,1,1
413528907,2,1,2,NA,1,2,1,3,5,4,2,2,3,2,1,1,2,5,5,2,2,1,1,1
416383420,2,1,2,2,1,2,5,1,1,2,2,2,5,2,1,4,2,2,2,2,1,1,1,1
415983266,1,1,2,2,4,2,4,5,3,3,4,4,3,3,2,4,5,3,5,1,1,1,1,2
417352250,4,1,4,2,1,2,1,1,1,5,4,2,9,3,2,4,3,3,3,3,2,2,2,1
414785656,3,1,2,1,2,2,1,5,2,3,1,4,4,3,2,2,2,3,2,2,1,1,2,2
411992681,4,1,6,2,1,2,5,1,1,2,1,1,10,1,2,4,3,3,3,3,2,2,2,1
414366698,3,2,4,2,1,2,1,5,6,5,2,2,10,3,2,2,2,5,2,5,1,1,1,1
420238514,3,1,6,2,1,2,5,1,5,4,1,2,11,3,1,3,2,2,2,2,2,1,1,1
417077668,3,1,6,2,3,2,1,1,1,2,1,1,8,3,2,4,2,2,2,3,2,2,2,1
415451404,3,2,5,2,1,2,1,5,6,3,1,2,6,3,1,2,1,1,1,2,1,1,2,1
415028417,4,2,5,2,1,2,1,5,2,2,4,3,4,2,2,4,5,5,5,5,2,2,2,2
415332447,2,1,3,2,1,2,9,1,7,4,3,2,3,3,2,1,2,3,3,2,1,1,2,1
414582465,1,2,4,2,3,2,1,5,4,5,2,1,4,3,2,4,3,3,5,NA,1,1,2,2
419001064,1,1,5,2,1,2,1,6,1,1,4,1,7,3,1,4,3,3,3,3,2,1,2,1
413291223,2,2,2,1,1,2,5,1,1,2,1,1,7,3,1,4,2,2,3,2,1,1,1,1
413966837,3,2,2,2,1,2,9,1,1,1,4,1,4,3,2,4,2,2,2,2,2,2,2,2
